slug,title,price_cents,compare_at_cents,currency,video_url,image_count,categories,url
the-glory,The Glory,3749,,CAD,https://video.wixstatic.com/video/fa6517_36018e76b8c643baa990a4e8aaba1347/1080p/mp4/file.mp4,2,pro-pyro-cake-fanned,https://www.pyrobobs.ca/product-page/the-glory
the-mighty,The Mighty,2474,,CAD,https://video.wixstatic.com/video/fa6517_077d800f9d37495893149ff74969b2a8/1080p/mp4/file.mp4,2,pro-pyro-cake-fanned|specials,https://www.pyrobobs.ca/product-page/the-mighty
the-proud,The Proud,4874,,CAD,https://video.wixstatic.com/video/fa6517_7b00bf69c4d346e2a324c3af852a01b0/1080p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-fanned|specials,https://www.pyrobobs.ca/product-page/the-proud
the-strong,The Strong,5249,,CAD,https://video.wixstatic.com/video/fa6517_135563e113f142938af76977ea14b0ab/1080p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-fanned|specials,https://www.pyrobobs.ca/product-page/the-strong
the-two-four,The Two-Four,3299,,CAD,https://video.wixstatic.com/video/fa6517_d4530894ec3349cbaaee3ee94eb8d80a/1080p/mp4/file.mp4,2,bobs-featured|cake,https://www.pyrobobs.ca/product-page/the-two-four
thunder-assortment,Thunder Assortment,749,,CAD,https://video.wixstatic.com/video/fa6517_1ccf49bf37de4ec7adf4d5a00fbdcffb/480p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/thunder-assortment
thunder-shots-4-pack,Thunder Shots (4 pack),949,,CAD,https://video.wixstatic.com/video/fa6517_e8e674f526b24a52a5389cc2042799be/1080p/mp4/file.mp4,2,mini-floral-bombshell,https://www.pyrobobs.ca/product-page/thunder-shots-4-pack
times-square,Times Square,67500,,CAD,,1,block-party-pack|bobs-featured|specials,https://www.pyrobobs.ca/product-page/times-square
top-pick,Top Pick,5624,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/top-pick
tornadoes-6-pack,Tornadoes (6 pack),209,,CAD,https://video.wixstatic.com/video/fa6517_3782ca829e2b43849bfafda7e1f4e9e8/1080p/mp4/file.mp4,3,ground-spinner,https://www.pyrobobs.ca/product-page/tornadoes-6-pack
trickster,Trickster,5024,,CAD,https://video.wixstatic.com/video/fa6517_0090a70306d9487b8f0fd95f4a43fe99/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/trickster
trigger-happy,Trigger Happy,4499,,CAD,https://video.wixstatic.com/video/fa6517_eca2501a15da4c7d8b11aafa8223f9d7/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/trigger-happy
triumph,Triumph,6374,,CAD,https://video.wixstatic.com/video/fa6517_137722e60fc8495fa74da4eb3db8abf6/480p/mp4/file.mp4,2,pro-pyro-cake-fanned,https://www.pyrobobs.ca/product-page/triumph
tropical-thunder,Tropical Thunder,2999,,CAD,https://video.wixstatic.com/video/fa6517_1bb8638bf7b645a9a0507799eac18a36/360p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/tropical-thunder
turmoil,Turmoil,2174,,CAD,https://video.wixstatic.com/video/fa6517_f82a2d15b0db4e6ba0b0c1be4f9516be/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/turmoil
typhoon,Typhoon,1049,,CAD,https://video.wixstatic.com/video/fa6517_9a048b73656744a9928ca3aeded01e5d/480p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/typhoon
ufo,UFO,1499,,CAD,https://video.wixstatic.com/video/fa6517_a2e9b97116cc469e841bb4d16041f68d/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/ufo
upper-class,Upper Class,4874,,CAD,https://video.wixstatic.com/video/fa6517_eb71968a7ab84e158eb2e85fc28374b3/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/upper-class
uprising,Uprising,1049,6149,CAD,,35,fanned-cake,https://www.pyrobobs.ca/product-page/uprising
variety-show,Variety Show,5999,,CAD,https://video.wixstatic.com/video/fa6517_9620c021c6614bfcb69bf1e4755d75a7/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/variety-show
vega-new,Vega *NEW*,1574,,CAD,,1,bobs-featured|cake,https://www.pyrobobs.ca/product-page/vega-new
vendetta,Vendetta,5249,,CAD,https://video.wixstatic.com/video/fa6517_2d69f506d8774b6c99d2f82296480c90/1080p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-fanned|specials,https://www.pyrobobs.ca/product-page/vendetta
vertigo,Vertigo,3674,,CAD,https://video.wixstatic.com/video/fa6517_7a545f57f2244bf6aa7eeaf6cac18562/480p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/vertigo
vicious-circle,Vicious Circle,6974,,CAD,https://video.wixstatic.com/video/fa6517_535f6a7d8614460980cc8373570f27ed/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/vicious-circle
victory-blast,Victory Blast,1049,,CAD,https://video.wixstatic.com/video/fa6517_b99e76ce7f934ef1b9c48b2e57a87f79/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/victory-blast
volatile,Volatile,4499,,CAD,https://video.wixstatic.com/video/fa6517_a85fe47e61ff4d23a54c3a9e52e2c04d/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/volatile
voodoo,Voodoo,4874,,CAD,https://video.wixstatic.com/video/fa6517_0c22884ac97c4e3c84473b21462817c4/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/voodoo
vulcan-007,Vulcan 007,5474,,CAD,https://video.wixstatic.com/video/fa6517_ba6a00a7325247958967c1fc1308469a/480p/mp4/file.mp4,2,bobs-featured|fanned-cake,https://www.pyrobobs.ca/product-page/vulcan-007
vulcan-10-ball-roman-candle,Vulcan 10 Ball Roman Candle,224,,CAD,https://video.wixstatic.com/video/fa6517_1d9ccbfc6ff44ebaa042ded86e759abb/480p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/vulcan-10-ball-roman-candle
vulcan-12-ball-roman-candle,Vulcan 12 Ball Roman Candle,239,,CAD,https://video.wixstatic.com/video/fa6517_f16282b9804a4a81aa92ceab993feed6/480p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/vulcan-12-ball-roman-candle
vulcan-13-ball-roman-candle,Vulcan 13 Ball Roman Candle,262,,CAD,https://video.wixstatic.com/video/fa6517_fb606ef6d1254f0bb16b5b5634fe91fe/480p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/vulcan-13-ball-roman-candle
vulcan-5-ball-roman-candle,Vulcan 5 Ball Roman Candle,149,,CAD,https://video.wixstatic.com/video/fa6517_5fed1009181941ccbf212704d387c295/480p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/vulcan-5-ball-roman-candle
vulcan-8-ball-roman-candle,Vulcan 8 Ball Roman Candle,164,,CAD,https://video.wixstatic.com/video/fa6517_89ad6a4d1179476a90d26ddc74c441c6/480p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/vulcan-8-ball-roman-candle
vulcan-airbomb,Vulcan Airbomb,188,,CAD,https://video.wixstatic.com/video/fa6517_45ea72b31bcf4553999858886d0db468/480p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/vulcan-airbomb
vulcan-bomb-box,Vulcan Bomb Box,14999,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/vulcan-bomb-box
vulcan-cherry-bomb,Vulcan Cherry Bomb,188,,CAD,https://video.wixstatic.com/video/fa6517_b0457b3b4e914c3ea6770394d3dde7bb/480p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/vulcan-cherry-bomb
vulcan-whistle-bomb,Vulcan Whistle Bomb,188,,CAD,https://video.wixstatic.com/video/fa6517_5c273c6b211841c585859860104fa915/480p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/vulcan-whistle-bomb
wake-the-neighbours,Wake the Neighbours,6224,,CAD,https://video.wixstatic.com/video/fa6517_0f1b277c76de4a8b873d6aa6d843aa3a/720p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/wake-the-neighbours
waterfalls-new,Waterfalls *NEW*,4499,,CAD,,1,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/waterfalls-new
weekend-warrior,Weekend Warrior,31724,,CAD,,1,block-party-pack|specials,https://www.pyrobobs.ca/product-page/weekend-warrior
whirlybird,Whirlybird,2624,,CAD,https://video.wixstatic.com/video/fa6517_dda50002faf44da08ed0e7d1b5f8043a/1080p/mp4/file.mp4,2,component-barrage,https://www.pyrobobs.ca/product-page/whirlybird
whiskey-tango,Whiskey Tango,3449,,CAD,https://video.wixstatic.com/video/fa6517_fd39eca3dbef4f77a560e6bf385f4325/480p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/whiskey-tango
whistling-mini-airbomb-6-pack,Whistling Mini Airbomb (6 pack),449,,CAD,https://video.wixstatic.com/video/fa6517_332b8c6e43ae44c382eff772327bc8d8/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/whistling-mini-airbomb-6-pack
whistling-peony,Whistling Peony,1124,,CAD,https://video.wixstatic.com/video/fa6517_88879613da4044bb8c063c1dd72732a5/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/whistling-peony
whistling-rain,Whistling Rain,974,,CAD,https://video.wixstatic.com/video/fa6517_030972fdb2064debb3e23869af4e485d/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/whistling-rain
white-strobe,White Strobe,164,,CAD,https://video.wixstatic.com/video/fa6517_73b9e46892fa47509179fddc79f79386/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/white-strobe
white-strobe-1,White Strobe,299,,CAD,https://video.wixstatic.com/video/fa6517_18f336754f2b4e2b958adb4cc832c377/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/white-strobe-1
wicked-witch,Wicked Witch,7499,,CAD,https://video.wixstatic.com/video/fa6517_62c41d4977574243b872f43f666180b2/480p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/wicked-witch
wild-heart,Wild Heart,4124,,CAD,https://video.wixstatic.com/video/fa6517_55019fad0f6646d9a5aa8b45f5832c07/1080p/mp4/file.mp4,2,component-barrage,https://www.pyrobobs.ca/product-page/wild-heart
wind-in-the-palms,Wind in the Palms,4874,,CAD,https://video.wixstatic.com/video/fa6517_8010d41f39a946bcbe801f7c56d4bce4/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/wind-in-the-palms
yard-dog,Yard Dog,1049,,CAD,https://video.wixstatic.com/video/fa6517_5b160d0e6c064956873fb6b884860a36/1080p/mp4/file.mp4,2,brazilian-shell,https://www.pyrobobs.ca/product-page/yard-dog
